20140101,Fresh - Canned,1.0604903278517581,per_pound,0.65,0.3196702801680725,pounds,0.5215496003383115
20140101,Fresh - Cooked whole,0.7415399923792381,per_pound,0.8158333333333333,0.3196702801680725,pounds,0.2905597104633725
20140101,Fresh - Frozen,1.4605127285636244,per_pound,0.98,0.3196702801680725,pounds,0.4764107276826222
20140101,Fresh - Raw baby,1.4474580487603101,per_pound,1,0.27557782773109696,pounds,0.39888734480925847
20140101,Fresh - Raw whole,0.7415399923792381,per_pound,0.89,0.27557782773109696,pounds,0.22960896660180294
20170101,Fresh - Canned,0.9231914223,per_pound,0.65,0.3196702801680725,pounds,0.45402593940831126
20170101,Fresh - Cooked whole,0.7737514155,per_pound,0.8158333333333333,0.3196702801680725,pounds,0.3031812033993802
20170101,Fresh - Frozen,1.3965860252,per_pound,0.98,0.3196702801680725,pounds,0.45555821015765174
20170101,Fresh - Raw baby,1.4373172338,per_pound,1,0.27557782773109696,pounds,0.3960927610510732
20170101,Fresh - Raw whole,0.7737514155,per_pound,0.89,0.27557782773109696,pounds,0.239582847513878
20210101,Fresh - Canned,1.13153497038452,per_pound,0.65,0.3196702801680725,pounds,0.55648938615814
20210101,Fresh - Cooked whole,0.87026029888251,per_pound,0.8158333333333333,0.3196702801680725,pounds,0.3409965518646649
20210101,Fresh - Frozen,1.67634359423266,per_pound,0.98,0.3196702801680725,pounds,0.5468134963533756
20210101,Fresh - Raw baby,1.27163486097467,per_pound,1,0.27557782773109696,pounds,0.35043437265453503
20210101,Fresh - Raw whole,0.87026029888251,per_pound,0.89,0.27557782773109696,pounds,0.2694656659850082
20230101,Fresh - Canned,1.19794726563218,per_pound,0.65,0.3196702801680725,pounds,0.589150981586485
20230101,Fresh - Cooked whole,0.976073994749891,per_pound,0.8158333333333333,0.3196702801680725,pounds,0.38245783129699784
20230101,Fresh - Frozen,1.72766506597444,per_pound,0.98,0.3196702801680725,pounds,0.5635542608945313
20230101,Fresh - Raw baby,1.3506941860383,per_pound,1,0.27557782773109696,pounds,0.37222136971745684
20230101,Fresh - Raw whole,0.976073994749891,per_pound,0.89,0.27557782773109696,pounds,0.30222960806515625
20240101,Canned,1.3206062068,per_pound,0.65,0.3196702801680725,pounds,0.649474701722233
20240101,Fresh - cooked whole,1.0055413498,per_pound,0.8158333333333333,0.3196702801680725,pounds,0.394004108287413
20240101,Fresh - raw baby,1.4630443206,per_pound,1,0.27557782773109696,pounds,0.40318257574526656
20240101,Fresh - raw whole,1.0055413498,per_pound,0.89,0.27557782773109696,pounds,0.3113538212041339
20240101,Frozen,2.0378315937,per_pound,0.98,0.3196702801680725,pounds,0.66472877193207